NSN,rep_office,common_name,Description,Price,UI,AAC
7110016222114,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",632.13,EA,H
7110016222115,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Low back transitional style office chair.",675.31,EA,H
7110016222116,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Low back transitional style office chair.",675.31,EA,H
7110016222117,Office Furniture,Marker Board,"Titanium finish aluminum frame with stylish rounded corners. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.",49.34,EA,H
7110016222118,Office Furniture,Marker Board,"Mahogany finish frame. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.  A light grid pattern is printed on t",92.53,EA,H
7110016222119,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222120,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",360.19,EA,H
7110016222121,Office Furniture,Marker Board,"Titanium finish aluminum frame with stylish rounded corners. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.",63.31,EA,H
7110016222124,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222125,Office Furniture,Marker Board,"Titanium finish aluminum frame with stylish rounded corners. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.",118.15,EA,H
7110016222126,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222127,Office Furniture,Marker Board,"16 columns, 20 rows. Aluminum frame. Magnetic Work/Plan kit features a white, painted steel, magnetic marker board with 2"" wide x 1"" long black grid and aluminum frame.  Frame is made using 30% preconsumer recycled aluminum. Surface can be used with magn",128.67,EA,H
7110016222128,Office Furniture,Marker Board,"Mahogany finish frame. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.  A light grid pattern is printed on t",52.35,EA,H
7110016222129,Office Furniture,Marker Board,"Titanium finish aluminum frame with stylish rounded corners. Total Erase® Whiteboards offer an upgraded writing surface that resists ghosting and staining, you can count on these boards to stand up to all busy office communication and collaboration needs.",366.85,EA,H
7110016222130,Office Furniture,Executive Office Chai,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222131,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",527.42,EA,H
7110016222132,Office Furniture,Marker Board,"Aluminum frame. Make efficient use of cubicle space with the Cubicle Magnetic Dry Erase Board. The painted steelmagnetic surface doubles as a bulletin board, adding a hardworking communication space to personal workplaces. The versatile and easy to hang",25.44,EA,H
7110016222133,Office Furniture,Marker Board,"Aluminum frame. 4month dry erase calendar board allows you to track plans and events for 4 months at a time. The board is divided into 4 month sections. Individual undated day and date boxes can be used month after month and year after year.  Patented ""E",122.44,EA,H
7110016222134,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222135,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222136,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222137,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",527.42,EA,H
7110016222138,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222139,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222140,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222142,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222143,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222144,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",422.33,EA,H
7110016222145,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222146,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",527.42,EA,H
7110016222147,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222148,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222149,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222150,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",422.33,EA,H
7110016222151,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222152,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222153,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222154,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222155,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222156,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222157,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222158,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",527.42,EA,H
7110016222159,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222160,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222161,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222162,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222163,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style office chair.",852.82,EA,H
7110016222164,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222165,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222166,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style office chair.",887.32,EA,H
7110016222167,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222168,Furniture Systems Management,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222169,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222170,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",318.84,EA,H
7110016222171,Office Furniture,Executive Office Chair,"Transitional style straight, guest, or side chair with open arm design. Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222172,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",405.08,EA,H
7110016222173,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style office chair.",852.82,EA,H
7110016222174,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",417.05,EA,H
7110016222175,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222176,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222177,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222178,Office Furniture,Executive Office Chair,"This NSN replaces 7110013894548. Leather upholstery, oak finish High back transitional style office chair.",887.32,EA,H
7110016222179,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222180,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222181,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style office chair.",852.82,EA,H
7110016222182,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",316.84,EA,H
7110016222183,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222184,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222185,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222186,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",313.56,EA,H
7110016222187,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish High back transitional style office chair.",852.82,EA,H
7110016222188,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222189,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222190,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",318.84,EA,H
7110016222191,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222192,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222193,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",299.59,EA,H
7110016222194,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",313.56,EA,H
7110016222195,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222196,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style office chair.",852.82,EA,H
7110016222197,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222198,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",316.84,EA,H
7110016222199,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222200,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style office chair.",852.82,EA,H
7110016222201,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222202,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",318.84,EA,H
7110016222203,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222204,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222205,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with open arm design.",301.59,EA,H
7110016222206,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with open arm design.",316.84,EA,H
7110016222207,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222208,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222209,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222210,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",649.05,EA,H
7110016222211,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222212,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",614.55,EA,H
7110016222213,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222214,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",649.05,EA,H
7110016222215,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222216,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222217,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",614.55,EA,H
7110016222218,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",311.55,EA,H
7110016222219,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222220,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",645.91,EA,H
7110016222221,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222222,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",855.07,EA,H
7110016222223,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222224,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style armless straight, guest, or side chair.",399.8,EA,H
7110016222225,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",614.55,EA,H
7110016222226,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",645.37,EA,H
7110016222227,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222228,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222229,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Midback transitional style office chair.",614.55,EA,H
7110016222230,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",645.37,EA,H
7110016222231,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222232,Office Furniture,Executive Office Chair,"This NSN replaces 7110013894672. Fabric upholstery, oak finish Midback transitional style office chair.",610.87,EA,H
7110016222233,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",610.87,EA,H
7110016222234,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222235,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222236,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222237,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",610.87,EA,H
7110016222238,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",645.37,EA,H
7110016222239,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222240,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222241,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222242,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",610.87,EA,H
7110016222243,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",296.31,EA,H
7110016222244,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style office chair.",626.38,EA,H
7110016222245,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",614.55,EA,H
7110016222246,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",645.37,EA,H
7110016222247,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",610.87,EA,H
7110016222248,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",610.87,EA,H
7110016222249,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222250,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",645.37,EA,H
7110016222251,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222252,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222253,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222254,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",649.05,EA,H
7110016222255,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",610.87,EA,H
7110016222256,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Midback transitional style office chair.",610.87,EA,H
7110016222257,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222258,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",458.06,EA,H
7110016222259,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Midback transitional style office chair.",820.57,EA,H
7110016222260,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",614.55,EA,H
7110016222261,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Midback transitional style office chair.",610.87,EA,H
7110016222262,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Low back transitional style office chair.",692.56,EA,H
7110016222263,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222264,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222265,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",614.55,EA,H
7110016222266,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Low back transitional style office chair.",692.56,EA,H
7110016222267,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",614.55,EA,H
7110016222268,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Low back transitional style office chair.",675.31,EA,H
7110016222269,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",820.57,EA,H
7110016222270,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Midback transitional style office chair.",855.07,EA,H
7110016222271,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",614.55,EA,H
7110016222272,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222273,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222274,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Midback transitional style office chair.",649.05,EA,H
7110016222275,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222276,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222277,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222278,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",499.16,EA,H
7110016222279,Office Furniture,Executive Office Chair,High back transitional style manager's task chair with padded arms.,492.92,EA,H
7110016222280,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222281,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222282,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",499.16,EA,H
7110016222283,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222284,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222285,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222286,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",459.38,EA,H
7110016222287,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222288,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",492.92,EA,H
7110016222289,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222290,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",499.16,EA,H
7110016222291,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222292,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",575.78,EA,H
7110016222293,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222294,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222295,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",499.16,EA,H
7110016222296,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222297,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222298,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222299,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",499.16,EA,H
7110016222300,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222301,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222302,Furniture Systems Management,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222303,Office Furniture,Executive Office Chair,"This NSN replaces 7110013895184. Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222304,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222305,Office Furniture,Executive Office Chair,"Leather upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",575.78,EA,H
7110016222306,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222307,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222308,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",459.38,EA,H
7110016222309,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222310,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish High back transitional style manager's task chair with padded arms.",424.88,EA,H
7110016222311,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",481.91,EA,H
7110016222312,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",362.87,EA,H
7110016222313,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222314,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222321,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish High back transitional style manager's task chair with padded arms.",423.56,EA,H
7110016222326,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish High back transitional style manager's task chair with padded arms.",458.06,EA,H
7110016222329,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222335,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",311.55,EA,H
7110016222339,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222341,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style armless straight, guest, or side chair.",311.56,EA,H
7110016222348,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222349,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222352,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222354,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",311.55,EA,H
7110016222358,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222360,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222361,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
